Project Geographic District,Project Building Identifier,Project School Name,Project Type,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s),orcamento_base,custo_final,gasto_real,dt_inicio,dt_plan_fim,dt_real_fim,fator_custo,atraso_dias,duracao_plan,ano_inicio,alto_risco,distrito,borough,log_orcamento,esc_eletrica,esc_hvac,esc_estrutural,esc_seguranca,esc_acessibilidade
26,Q018,P.S. 18 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Design,Complete,5/27/2020,10/27/2020,8/19/2020,437165,242065,180029,"DSF0000960646, DSF0000960647",437165.0,242065.0,180029.0,2020-05-27,2020-10-27,2020-08-19,0.5537154163759679,-69,153,2020,0,26,Queens,5.640645384486886,0,1,0,0,0
26,Q018,P.S. 18 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Scope,Complete,1/21/2020,6/19/2020,5/27/2020,87433,55770,55770,"DSF0000960646, DSF0000960647",87433.0,55770.0,55770.0,2020-01-21,2020-06-19,2020-05-27,0.6378598469685359,-23,150,2020,0,26,Queens,4.941675380150867,0,1,0,0,0
25,Q020,P.S. 20 - QUEENS,SCA CIP,FLOOD ELIMINATION / EXTERIOR MASONRY / ROOFS / PARAPETS,Design,Complete,3/21/2018,8/20/2018,5/18/2018,407457,386051,370735,"DSF0000877872, DSF0000877874, DSF0000889087, DSF0000877873",407457.0,386051.0,370735.0,2018-03-21,2018-08-20,2018-05-18,0.9474643950159158,-94,152,2018,0,25,Queens,5.610081783264756,0,0,1,0,0
25,Q020,P.S. 20 - QUEENS,SCA CIP,FIRE ALARM SYSTEM / MECHANICAL SYSTEMS REPAIR / CERTIFICATE OF OCCUPANCY,Design,Complete,4/20/2018,10/22/2018,5/16/2019,564660,527986,380439,"DSF0000765327, DSF0000787947, DSF0000867109",564660.0,527986.0,380439.0,2018-04-20,2018-10-22,2019-05-16,0.9350511812418092,206,185,2018,1,25,Queens,5.751787023801051,0,0,0,1,0
25,Q020,P.S. 20 - QUEENS,SCA CIP,FLOOD ELIMINATION / EXTERIOR MASONRY / ROOFS / PARAPETS,Scope,Complete,12/18/2017,5/4/2018,3/21/2018,103128,89163,89163,"DSF0000877872, DSF0000877874, DSF0000889087, DSF0000877873",103128.0,89163.0,89163.0,2017-12-18,2018-05-04,2018-03-21,0.8645857575052363,-44,137,2017,0,25,Queens,5.013376595395509,0,0,1,0,0
25,Q020,P.S. 20 - QUEENS,SCA CIP,FIRE ALARM SYSTEM / MECHANICAL SYSTEMS REPAIR / CERTIFICATE OF OCCUPANCY,Scope,Complete,7/23/2013,12/18/2017,12/18/2017,141166,69689,69689,"DSF0000765327, DSF0000787947, DSF0000867109",141166.0,69689.0,69689.0,2013-07-23,2017-12-18,2017-12-18,0.4936670303047476,0,1609,2013,0,25,Queens,5.149730108964738,0,0,0,1,0
25,Q021,P.S. 21 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Design,Complete,9/25/2019,3/2/2020,1/23/2020,368252,278322,267071,"DSF0000912543, DSF0000912544",368252.0,278322.0,267071.0,2019-09-25,2020-03-02,2020-01-23,0.7557922292343286,-39,159,2019,0,25,Queens,5.566145114201987,0,1,0,0,0
25,Q021,P.S. 21 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Scope,Complete,6/27/2019,11/29/2019,9/18/2019,73650,57254,57254,"DSF0000912543, DSF0000912544",73650.0,57254.0,57254.0,2019-06-27,2019-11-29,2019-09-18,0.7773794976238968,-72,155,2019,0,25,Queens,4.86717275117865,0,1,0,0,0
25,Q022,P.S. 22 - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Design,Complete,1/3/2019,5/20/2019,2/28/2020,55777,66852,65272,DSF0000888913,55777.0,66852.0,65272.0,2019-01-03,2019-05-20,2020-02-28,1.1985585456370906,284,137,2019,1,25,Queens,4.746455151764321,0,0,0,0,0
25,Q022,P.S. 22 - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Scope,Complete,8/27/2018,11/28/2018,12/10/2018,11155,24227,24227,DSF0000888913,11155.0,24227.0,24227.0,2018-08-27,2018-11-28,2018-12-10,2.1718511878081577,12,93,2018,1,25,Queens,4.047469574619856,0,0,0,0,0
25,Q022,P.S. 22 - QUEENS,SCA CIP RESOA,FY19 RESO A IPDVS CAMERA INSTALLATION,Design,Complete,4/3/2020,9/28/2020,5/14/2020,30000,10996,10996,DSF0000890853,30000.0,10996.0,10996.0,2020-04-03,2020-09-28,2020-05-14,0.3665333333333333,-137,178,2020,0,25,Queens,4.477121254719663,0,0,0,0,0
25,Q025,J.H.S. 25 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Design,Complete,9/27/2019,3/4/2020,1/23/2020,513323,259741,248491,"DSF0000912542, DSF0000900805",513323.0,259741.0,248491.0,2019-09-27,2020-03-04,2020-01-23,0.5059991467360707,-41,159,2019,0,25,Queens,5.71039072373729,0,1,0,0,0
25,Q025,J.H.S. 25 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Scope,Complete,6/25/2019,11/26/2019,9/25/2019,102665,64169,64169,"DSF0000912542, DSF0000900805",102665.0,64169.0,64169.0,2019-06-25,2019-11-26,2019-09-25,0.6250328739102907,-62,154,2019,0,25,Queens,5.01142241148846,0,1,0,0,0
26,Q026,P.S. 26 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Design,Complete,5/2/2018,11/29/2018,8/21/2018,433020,230334,207271,"DSF0000798312, DSF0000798314",433020.0,230334.0,207271.0,2018-05-02,2018-11-29,2018-08-21,0.5319246224192878,-100,211,2018,0,26,Queens,5.636507955681417,0,1,0,0,0
26,Q026,P.S. 26 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Design,Complete,8/15/2019,1/21/2020,1/22/2020,22422,10702,10702,DSF0000912702,22422.0,10702.0,10702.0,2019-08-15,2020-01-21,2020-01-22,0.4772990812594773,1,159,2019,0,26,Queens,4.350674348233281,1,0,0,0,0
26,Q026,P.S. 26 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Scope,Complete,1/19/2018,6/20/2018,4/9/2018,108255,66561,66561,"DSF0000798312, DSF0000798314",108255.0,66561.0,66561.0,2018-01-19,2018-06-20,2018-04-09,0.6148538173756408,-72,152,2018,0,26,Queens,5.034447964353455,0,1,0,0,0
24,Q028,P.S. 28 - QUEENS,SCA CIP,PARAPETS / EXTERIOR MASONRY / REPLACEMENT OF RTUS / ROOFS,Scope,Complete,5/21/2020,11/18/2020,10/8/2020,85366,109168,79803,"DSF0000956380, DSF0000956381, DSF0001008584, DSF0001005521",85366.0,109168.0,79803.0,2020-05-21,2020-11-18,2020-10-08,1.2788229505892275,-41,181,2020,1,24,Queens,4.931284932134728,0,0,1,0,0
24,Q028,P.S. 28 - QUEENS,SCA CIP RESOA,FY19 RESO A ROOM CONVERSIONS/PARTITIONING,Design,Complete,6/7/2019,11/29/2019,12/17/2020,18000,28674,27810,DSF0000890855,18000.0,28674.0,27810.0,2019-06-07,2019-11-29,2020-12-17,1.593,384,175,2019,1,24,Queens,4.2552725051033065,0,0,0,0,0
25,Q029,P.S. 29 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS,Scope,Complete,12/18/2017,5/4/2018,4/3/2018,26800,101925,93711,"DSF0000877975, DSF0000877976",26800.0,101925.0,93711.0,2017-12-18,2018-05-04,2018-04-03,3.8031716417910446,-31,137,2017,1,25,Queens,4.4281347940287885,0,0,1,0,0
28,Q030,P.S. 354 - QUEENS,SCA CIP,TCU REMOVAL AND PLAYGROUND REDEVELOPMENT,Design,Complete,2/13/2015,6/30/2015,6/30/2015,95480,97016,89196,DSF0000800310,95480.0,97016.0,89196.0,2015-02-13,2015-06-30,2015-06-30,1.0160871386677839,0,137,2015,0,28,Queens,4.979912410334717,0,0,0,0,0
28,Q030,P.S. 354 - QUEENS,SCA CIP,TCU REMOVAL AND PLAYGROUND REDEVELOPMENT,Scope,Complete,10/9/2014,1/13/2015,2/13/2015,26040,31810,31810,DSF0000800310,26040.0,31810.0,31810.0,2014-10-09,2015-01-13,2015-02-13,1.2215821812596006,31,96,2014,1,28,Queens,4.415640979896154,0,0,0,0,0
28,Q030,P.S. 354 - QUEENS,SCA CIP RESOA,FY19 RESO A LIBRARY UPGRADE / PATH OF TRAVEL RESO A LIBRARY UPGRADE,Design,Complete,12/4/2019,1/6/2020,12/11/2019,30000,41395,37989,"DSF0000890923, DSF0000912451",30000.0,41395.0,37989.0,2019-12-04,2020-01-06,2019-12-11,1.3798333333333332,-26,33,2019,1,28,Queens,4.477121254719663,0,0,0,0,1
26,Q031,P.S. 31 - QUEENS,SCA CIP,CHIMNEY LINER REPLACEMENT / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / REINFORCING SUPPORT ELEMENTS / EXTERIOR MASONRY / ROOFS / PARAPETS,Design,Complete,2/12/2016,7/14/2016,10/12/2016,898205,836039,583337,"DSF0000800273, DSF0000833500, DSF0000843954, DSF0000833494, DSF0000843955, DSF0000833495, DSF0000833496",898205.0,836039.0,583337.0,2016-02-12,2016-07-14,2016-10-12,0.9307886284311488,90,153,2016,0,26,Queens,5.953375468302253,0,1,1,0,0
26,Q031,P.S. 31 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Design,Complete,3/27/2019,8/26/2019,7/18/2019,24956,14304,14304,"DSF0000912013, DSF0000912393",24956.0,14304.0,14304.0,2019-03-27,2019-08-26,2019-07-18,0.5731687770476038,-39,152,2019,0,26,Queens,4.3971749769583255,1,0,0,0,0
26,Q031,P.S. 31 - QUEENS,SCA CIP,CHIMNEY LINER REPLACEMENT / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / REINFORCING SUPPORT ELEMENTS / EXTERIOR MASONRY / ROOFS / PARAPETS,Scope,Complete,9/17/2014,2/5/2015,3/16/2015,226470,129723,129723,"DSF0000800273, DSF0000833500, DSF0000843954, DSF0000833494, DSF0000843955, DSF0000833495, DSF0000833496",226470.0,129723.0,129723.0,2014-09-17,2015-02-05,2015-03-16,0.5728043449463505,39,141,2014,0,26,Queens,5.355010680091146,0,1,1,0,0
25,Q032,P.S. 32 - QUEENS,SCA Capacity,ADDITION,Scope,Complete,9/10/2019,2/24/2020,2/21/2020,631317,594619,585202,DSF0000911835,631317.0,594619.0,585202.0,2019-09-10,2020-02-24,2020-02-21,0.941870724216202,-3,167,2019,0,25,Queens,5.800247484094956,0,0,0,0,0
25,Q032,P.S. 32 - QUEENS,SCA CIP,DEMOLITION,Design,Complete,12/16/2019,2/14/2020,7/1/2020,74014,116574,108394,DSF0000911835,74014.0,116574.0,108394.0,2019-12-16,2020-02-14,2020-07-01,1.5750263463669036,138,60,2019,1,25,Queens,4.869313875780604,0,0,0,0,0
25,Q032,P.S. 32 - QUEENS,SCA CIP,DEMOLITION,Scope,Complete,12/13/2019,12/13/2019,12/13/2019,14803,4330,4330,DSF0000911835,14803.0,4330.0,4330.0,2019-12-13,2019-12-13,2019-12-13,0.2925082753495913,0,0,2019,0,25,Queens,4.170349739139184,0,0,0,0,0
25,Q032,P.S. 32 - QUEENS,SCA CIP RESOA,FY19 RESO A GYMNASIUM UPGRADE / PATH OF TRAVEL RESO A GYMNASIUM UPGRADE,Design,Complete,10/21/2019,1/21/2020,2/14/2020,45000,50524,50524,"DSF0000890684, DSF0000912590",45000.0,50524.0,50524.0,2019-10-21,2020-01-21,2020-02-14,1.1227555555555555,24,92,2019,1,25,Queens,4.653212513775344,0,0,0,0,1
29,Q033,P.S. 33 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Design,Complete,8/12/2019,1/15/2020,1/22/2020,29764,6490,6490,DSF0000912703,29764.0,6490.0,6490.0,2019-08-12,2020-01-15,2020-01-22,0.218048649375084,7,156,2019,0,29,Queens,4.473691295865516,1,0,0,0,0
29,Q034,P.S. 34 - QUEENS,SCA CIP,LOOSE MASONRY / ROOFS / WINDOWS,Design,Complete,11/28/2018,4/22/2019,5/13/2019,497045,191286,170323,"DSF0000900927, DSF0000900925, DSF0000912552",497045.0,191286.0,170323.0,2018-11-28,2019-04-22,2019-05-13,0.3848464424750274,21,145,2018,0,29,Queens,5.696395709391248,0,0,1,0,0
29,Q034,P.S. 34 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Design,Complete,8/14/2019,1/17/2020,1/22/2020,17601,6391,6391,DSF0000912704,17601.0,6391.0,6391.0,2019-08-14,2020-01-17,2020-01-22,0.3631043690699392,5,156,2019,0,29,Queens,4.245537342935994,1,0,0,0,0
29,Q034,P.S. 34 - QUEENS,SCA CIP,LOOSE MASONRY / ROOFS / WINDOWS,Scope,Complete,4/11/2018,8/31/2018,9/20/2018,126533,48491,48491,"DSF0000900927, DSF0000900925, DSF0000912552",126533.0,48491.0,48491.0,2018-04-11,2018-08-31,2018-09-20,0.38322809069570785,20,142,2018,0,29,Queens,5.10220380494957,0,0,1,0,0
29,Q035,P.S. 35 - QUEENS,SCA CIP,STORM WATER DRAINAGE,Design,Complete,10/4/2018,2/4/2019,3/25/2019,29241,27817,23506,DSF0000833597,29241.0,27817.0,23506.0,2018-10-04,2019-02-04,2019-03-25,0.9513012550870353,49,123,2018,0,29,Queens,4.465992220784307,0,0,0,0,0
29,Q036,P.S. 36 - QUEENS,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,Design,Complete,11/9/2016,4/14/2017,5/2/2017,343924,452637,451837,"DSF0000788193, DSF0000798270",343924.0,452637.0,451837.0,2016-11-09,2017-04-14,2017-05-02,1.3160959979530362,18,156,2016,1,29,Queens,5.53646248319009,0,1,0,0,0
29,Q036,P.S. 36 - QUEENS,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,Scope,Complete,9/15/2016,2/21/2017,11/3/2016,87996,125607,121661,"DSF0000788193, DSF0000798270",87996.0,125607.0,121661.0,2016-09-15,2017-02-21,2016-11-03,1.4274171553252422,-110,159,2016,1,29,Queens,4.944462931043235,0,1,0,0,0
29,Q036,P.S. 36 - QUEENS,SCA CIP RESOA,FY19 RESO A LOW-VOLTAGE ELECTRICAL SYSTEM,Design,Complete,7/25/2019,12/27/2019,12/27/2019,32175,20494,20494,DSF0000890857,32175.0,20494.0,20494.0,2019-07-25,2019-12-27,2019-12-27,0.6369541569541569,0,155,2019,0,29,Queens,4.507518555576424,1,0,0,0,0
29,Q037,P.S. 37 - QUEENS,SCA CIP,FLOOD ELIMINATION / FIRE ALARM / EXTERIOR MASONRY / ELEVATOR / PARAPETS / FLOOD ELIMINATION,Design,Complete,4/5/2016,9/2/2016,2/14/2017,967305,836120,818110,"DSF0000777242, DSF0000788218, DSF0000844042, DSF0000811529, DSF0000833628, DSF0000833629",967305.0,836120.0,818110.0,2016-04-05,2016-09-02,2017-02-14,0.8643809346586651,165,150,2016,1,29,Queens,5.985563432647528,0,0,1,1,1
29,Q037,P.S. 37 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Design,Complete,7/14/2017,12/15/2017,11/6/2017,617025,450738,432609,"DSF0000798349, DSF0000788217",617025.0,450738.0,432609.0,2017-07-14,2017-12-15,2017-11-06,0.7305020055913456,-39,154,2017,0,29,Queens,5.7903027606978945,0,1,0,0,0
29,Q037,P.S. 37 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Design,Complete,9/10/2019,2/13/2020,2/5/2020,19939,6817,6817,"DSF0000912705, DSF0000914265",19939.0,6817.0,6817.0,2019-09-10,2020-02-13,2020-02-05,0.34189277295752046,-8,156,2019,0,29,Queens,4.29970337336519,1,0,0,0,0
29,Q037,P.S. 37 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Scope,Complete,5/9/2017,10/10/2017,7/7/2017,154256,127398,127398,"DSF0000798349, DSF0000788217",154256.0,127398.0,127398.0,2017-05-09,2017-10-10,2017-07-07,0.8258868374649933,-95,154,2017,0,29,Queens,5.188242065517035,0,1,0,0,0
29,Q037,P.S. 37 - QUEENS,SCA CIP,FLOOD ELIMINATION / FIRE ALARM / EXTERIOR MASONRY / ELEVATOR / PARAPETS / FLOOD ELIMINATION,Scope,Complete,8/15/2013,5/11/2015,11/3/2015,245222,267914,260160,"DSF0000777242, DSF0000788218, DSF0000844042, DSF0000811529, DSF0000833628, DSF0000833629",245222.0,267914.0,260160.0,2013-08-15,2015-05-11,2015-11-03,1.0925365587100668,176,634,2013,1,29,Queens,5.389559430161226,0,0,1,1,1
29,Q038,P.S. 38 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Design,Complete,6/12/2019,11/13/2019,10/30/2019,11125,12999,12999,"DSF0000912014, DSF0000912597",11125.0,12999.0,12999.0,2019-06-12,2019-11-13,2019-10-30,1.1684494382022472,-14,154,2019,1,29,Queens,4.0463000196529695,1,0,0,0,0
28,Q040,P.S. 40 - QUEENS,SCA CIP,EXTERIOR MASONRY / TCU REMOVAL AND PLAYGROUND REDEVELOPMENT / FLOOD ELIMINATION,Design,Complete,12/17/2014,11/22/2016,4/10/2017,627783,512425,472446,"DSF0000788263, DSF0000800317, DSF0000833666",627783.0,512425.0,472446.0,2014-12-17,2016-11-22,2017-04-10,0.8162454223832121,139,706,2014,1,28,Queens,5.797809551080246,0,0,1,0,0
28,Q040,P.S. 40 - QUEENS,SCA CIP,EXTERIOR MASONRY / TCU REMOVAL AND PLAYGROUND REDEVELOPMENT / FLOOD ELIMINATION,Scope,Complete,7/2/2014,12/11/2014,11/25/2014,158492,156815,155662,"DSF0000788263, DSF0000800317, DSF0000833666",158492.0,156815.0,155662.0,2014-07-02,2014-12-11,2014-11-25,0.9894190243040658,-16,162,2014,0,28,Queens,5.200007345774344,0,0,1,0,0
26,Q041,P.S. 41 - QUEENS,SCA Capacity,ADDITION,Design,Complete,8/5/2019,2/28/2020,3/30/2020,4588661,1289804,1186707,DSF0000889663,4588661.0,1289804.0,1186707.0,2019-08-05,2020-02-28,2020-03-30,0.2810850485577383,31,207,2019,0,26,Queens,6.661685974175899,0,0,0,0,0
26,Q041,P.S. 41 - QUEENS,SCA Capacity,ADDITION,Scope,Complete,2/25/2019,8/2/2019,8/2/2019,1019703,775446,752858,DSF0000889663,1019703.0,775446.0,752858.0,2019-02-25,2019-08-02,2019-08-02,0.7604626052880104,0,158,2019,0,26,Queens,6.008473697013351,0,0,0,0,0
26,Q041,P.S. 41 - QUEENS,SCA CIP,DEMOLITION,Design,Complete,8/5/2019,2/28/2020,3/30/2020,25568,38015,38015,DSF0000889663,25568.0,38015.0,38015.0,2019-08-05,2020-02-28,2020-03-30,1.486819461827284,31,207,2019,1,26,Queens,4.4076967576338975,0,0,0,0,0
26,Q041,P.S. 41 - QUEENS,SCA CIP RESOA,FY17 RESO A ELECTRICAL WORK FOR A/C INITIATIVE / FIRE ALARM,Design,Complete,4/17/2017,9/15/2017,5/17/2018,182671,245234,239482,"DSF0000844955, DSF0000901039",182671.0,245234.0,239482.0,2017-04-17,2017-09-15,2018-05-17,1.342490050418512,244,151,2017,1,26,Queens,5.261669606248828,1,0,0,1,0
27,Q042,P.S. 42 - QUEENS,SCA CIP,SANDY:INTERIOR SPACES / HEATING PLANT / FLOOD ELIM / SANITARY / STORM PIPING / HVAC / ELEC SYS / NON-SANDY: CLIMATE CTRL / ELEC SYS,Design,Complete,4/8/2014,9/8/2014,9/11/2014,991112,1388541,1243960,"DSF0000788302, DSF0000788296, DSF0000788293, DSF0000799428, DSF0000799439, DSF0000799438, DSF0000799608, DSF0000799919",991112.0,1388541.0,1243960.0,2014-04-08,2014-09-08,2014-09-11,1.4009930260152232,3,153,2014,1,27,Queens,5.996122734438401,0,1,0,0,0
27,Q042,P.S. 42 - QUEENS,SCA CIP,SANDY:INTERIOR SPACES / HEATING PLANT / FLOOD ELIM / SANITARY / STORM PIPING / HVAC / ELEC SYS / NON-SANDY: CLIMATE CTRL / ELEC SYS,Scope,Complete,2/7/2014,7/10/2014,4/8/2014,251956,242741,216672,"DSF0000788302, DSF0000788296, DSF0000788293, DSF0000799428, DSF0000799439, DSF0000799438, DSF0000799608, DSF0000799919",251956.0,242741.0,216672.0,2014-02-07,2014-07-10,2014-04-08,0.963426153772881,-93,153,2014,0,27,Queens,5.4013247049655115,0,1,0,0,0
27,Q043,P.S. 43 - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Design,Complete,1/7/2019,5/29/2019,5/17/2019,70740,125609,106016,DSF0000888907,70740.0,125609.0,106016.0,2019-01-07,2019-05-29,2019-05-17,1.7756432004523608,-12,142,2019,1,27,Queens,4.849665055478733,0,0,0,0,0
27,Q043,P.S. 43 - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Scope,Complete,7/31/2018,10/30/2018,12/12/2018,17685,38279,38279,DSF0000888907,17685.0,38279.0,38279.0,2018-07-31,2018-10-30,2018-12-12,2.164489680520215,43,91,2018,1,27,Queens,4.24760506415077,0,0,0,0,0
27,Q045,P.S. 45 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,Design,Complete,2/20/2019,7/22/2019,5/10/2019,729960,445282,369027,"DSF0000878240, DSF0000878242, DSF0000878243, DSF0000878244",729960.0,445282.0,369027.0,2019-02-20,2019-07-22,2019-05-10,0.6100087676037043,-73,152,2019,0,27,Queens,5.863299062510548,0,0,1,0,0
27,Q045,P.S. 45 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Design,Complete,6/27/2019,11/29/2019,11/29/2019,36749,15365,15365,DSF0000912015,36749.0,15365.0,15365.0,2019-06-27,2019-11-29,2019-11-29,0.41810661514599035,0,155,2019,0,27,Queens,4.5652455257225055,1,0,0,0,0
27,Q045,P.S. 45 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,10/17/2018,3/7/2019,2/20/2019,182490,114676,114676,"DSF0000878240, DSF0000878242, DSF0000878243, DSF0000878244",182490.0,114676.0,114676.0,2018-10-17,2019-03-07,2019-02-20,0.6283960764973423,-15,141,2018,0,27,Queens,5.261239071182586,0,0,1,0,0
26,Q046,P.S. 46 - QUEENS,SCA Capacity,ADDITION / PLAYGROUND REDEVELOPMENT PROJECT,Design,Complete,2/1/2019,3/12/2020,11/1/2019,4117680,2393329,1034014,"DSF0000798204, DSF0000798204",4117680.0,2393329.0,1034014.0,2019-02-01,2020-03-12,2019-11-01,0.5812323929979989,-132,405,2019,0,26,Queens,6.614652592977941,0,0,0,0,0
26,Q046,P.S. 46 - QUEENS,SCA Capacity,ADDITION / PLAYGROUND REDEVELOPMENT PROJECT,Scope,Complete,9/13/2018,1/31/2019,1/31/2019,915040,662735,635709,"DSF0000798204, DSF0000798204",915040.0,662735.0,635709.0,2018-09-13,2019-01-31,2019-01-31,0.7242688844203532,0,140,2018,0,26,Queens,5.961440079202597,0,0,0,0,0
26,Q046,P.S. 46 - QUEENS,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,Design,Complete,4/24/2018,9/24/2018,9/19/2018,329326,172325,159825,"DSF0000788342, DSF0000798471",329326.0,172325.0,159825.0,2018-04-24,2018-09-24,2018-09-19,0.5232657002483861,-5,153,2018,0,26,Queens,5.517626019235395,0,1,0,0,0
26,Q046,P.S. 46 - QUEENS,SCA CIP,WORK IN EXISTING BUILDING,Scope,Complete,10/28/2019,12/19/2019,2/28/2020,52032,126230,126230,DSF0000798204,52032.0,126230.0,126230.0,2019-10-28,2019-12-19,2020-02-28,2.4260070725707257,71,52,2019,1,26,Queens,4.7162705195779555,0,0,0,0,0
26,Q046,P.S. 46 - QUEENS,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,Scope,Complete,1/18/2018,6/19/2018,4/17/2018,82332,36816,36816,"DSF0000788342, DSF0000798471",82332.0,36816.0,36816.0,2018-01-18,2018-06-19,2018-04-17,0.4471651362775106,-63,152,2018,0,26,Queens,4.915568665374035,0,1,0,0,0
28,Q048,Q075 SPED - QUEENS,SCA CIP RESOA,FY19 RESO A LOW-VOLTAGE ELECTRICAL SYSTEM,Design,Complete,6/20/2019,11/21/2019,11/21/2019,39000,15532,15532,DSF0000890868,39000.0,15532.0,15532.0,2019-06-20,2019-11-21,2019-11-21,0.39825641025641023,0,154,2019,0,28,Queens,4.5910646070264995,1,0,0,0,0
28,Q050,P.S. 50 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,"CM,F&E",Complete,1/2/2020,9/27/2020,10/5/2020,51385,34144,33594,DSF0000912092,51385.0,34144.0,33594.0,2020-01-02,2020-09-27,2020-10-05,0.6644740683078719,8,269,2020,0,28,Queens,4.710836360863743,1,0,0,0,0
28,Q050,P.S. 50 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Construction,Complete,1/2/2020,9/27/2020,10/5/2020,277240,289838,181243,DSF0000912092,277240.0,289838.0,181243.0,2020-01-02,2020-09-27,2020-10-05,1.0454407733371809,8,269,2020,0,28,Queens,5.442855890175056,1,0,0,0,0
28,Q050,P.S. 50 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Design,Complete,5/8/2019,10/8/2019,10/9/2019,21510,15695,15695,DSF0000912092,21510.0,15695.0,15695.0,2019-05-08,2019-10-08,2019-10-09,0.7296606229660623,1,153,2019,0,28,Queens,4.332640410387462,1,0,0,0,0
27,Q051,P.S. 51 - QUEENS,SCA CIP,ROOFS / EXTERIOR MASONRY / WINDOWS,Scope,Complete,5/15/2020,11/12/2020,9/16/2020,62604,156032,89443,"DSF0000946680, DSF0000946681, DSF0000961577",62604.0,156032.0,89443.0,2020-05-15,2020-11-12,2020-09-16,2.4923647051306625,-57,181,2020,1,27,Queens,4.79660208277,0,0,1,0,0
29,Q052,P.S. 52 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Design,Complete,9/9/2019,2/12/2020,2/5/2020,10256,5928,5928,DSF0000912706,10256.0,5928.0,5928.0,2019-09-09,2020-02-12,2020-02-05,0.578003120124805,-7,156,2019,0,29,Queens,4.010978012174742,1,0,0,0,0
29,Q052,P.S. 52 - QUEENS,SCA CIP,PAVED AREA- BLACKTOP,Scope,Complete,9/25/2019,12/27/2019,1/16/2020,19188,41184,15159,DSF0000901197,19188.0,41184.0,15159.0,2019-09-25,2019-12-27,2020-01-16,2.1463414634146343,20,93,2019,1,29,Queens,4.283029709793859,0,0,0,0,0
27,Q053,I.S. 53 - QUEENS,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,6/23/2020,12/18/2020,12/22/2020,27073,21329,21329,DSF0000960803,27073.0,21329.0,21329.0,2020-06-23,2020-12-18,2020-12-22,0.7878328962434898,4,178,2020,0,27,Queens,4.432536383264256,0,0,0,0,0
